title,abstract,pubdate
Integrasi AI Dalam Misi Kristen: Peluang Dan Tantangan Dalam Penginjilan Dan Pengajaran Alkitab,"Penerapan teknologi AI dalam misi Kristen menjanjikan potensi untuk meningkatkan efektivitas penginjilan dan pengajaran Alkitab. Meskipun teknologi AI menawarkan berbagai peluang, pengintegrasian teknologi ini dalam konteks misi Kristen juga menimbulkan berbagai tantangan yang perlu diatasi, yaitu bagaimana teknologi AI dapat dioptimalkan untuk mendukung upaya penginjilan dan pengajaran Alkitab, serta mengatasi hambatan-hambatan yang mungkin muncul dalam implementasinya. Dalam mengeksplorasi integrasi kecerdasan buatan (AI) dalam konteks misi Kristen, penelitian ini menggunakan metode library research. Metode ini memberikan landasan yang kuat bagi penulis untuk mendalami pemahaman tentang peluang dan tantangan yang terkait dengan penerapan AI dalam meningkatkan efektivitas penginjilan dan pengajaran Alkitab dalam lingkungan gereja. Temuan Penelitian dari penelitian ini adalah penggunaan teknologi kecerdasan buatan (AI) dalam pelayanan gereja dan penginjilan menawarkan potensi besar untuk memperluas dampak dan efektivitas pelayanan gereja. Namun, integrasi AI dalam konteks misi Kristen juga menimbulkan sejumlah tantangan, termasuk masalah etika, keamanan data, biaya implementasi, dan perubahan budaya dalam gereja. Dari rangkaian penjelasan di atas, maka dapat disimpulkan penggunaan teknologi AI dalam pelayanan gereja dan penginjilan membawa implikasi teologis dan etis yang signifikan. Dengan refleksi teologis yang cermat dan pertimbangan etis yang bijaksana, gereja dapat memanfaatkan teknologi ini dengan cara yang memuliakan Tuhan, menghormati martabat manusia, dan memperkuat pelayanan gereja untuk kemuliaan-Nya. Kata Kunci: Integrasi AI; Misi Kristen; Peluang dan Tantangan Misi; Penginjilan; Pengajaran Alkitab Collapse",3 December 2024
PENGGUNAAN ARTIFICIAL INTELLIGENCE (AI) DALAM PEMBELAJARAN PENDIDIKAN AGAMA ISLAM: MANFAAT DAN TANTANGAN,"Seiring dengan perubahan dan perkembangan zaman serta semakin pesatnya globalisasi disegala bidang kehidupan, maka seluruh sektor masyarakat harus mampu bertransformasi menuju digitalisasi disegala aspek, salah satunya adalah duni pendidikan. Di antara hasil perkembangan teknologi yang semakin canggih adalah hadirnya artificial intelligence. Kecerdasan buatan (AI) telah membawa perubahan besar dalam banyak aspek kehidupan manusia. Pendidikan Islam sebagai salah satu bidang yang terkena dampak juga mengalami perubahan signifikan dalam hal metode pengajaran dan pembelajaran. Artikel ini bertujuan untuk mengeksplorasi bagaimana manfaat dan tantangan penggunaan artificial intelligence dalam pendidikan Islam dan bagaimana hal ini berpengaruh dalam proses pembelajaran di institusi pendidikan Islam. Collapse",25 January 2025
Rancang Bangun Robot Tank Bersenjata “Bractocs” untuk Operasi Tempur Modern,"Tujuan dari penelitian ini untuk merancang bangun robot tank bersenjata BRACTOCS yang merupakan robot temuan NRS Muda. Robot hasil ainovasi ini dikhususkan untuk mendukung alat utama sistem senjata, … Expand",7 February 2025
PENGARUH ARTIFICIAL INTELLIGENCE (AI) TERHADAP BERPIKIR KRITIS MAHASISWA,"Penggunaan kecerdasan buatan (AI) dalam dunia pendidikan semakin berkembang, termasuk di kalangan mahasiswa. Tujuan penelitian untuk mengkaji pengaruh AI terhadap kemampuan berpikir kritis mahasiswa. Berpikir kritis merupakan kompetensi penting yang harus dimiliki oleh mahasiswa dalam menghadapi tantangan global. Dengan berkembangnya teknologi AI, mahasiswa kini dapat mengakses berbagai sumber informasi secara cepat dan mudah. Namun, dampak dari penggunaan AI terhadap kemampuan berpikir kritis belum sepenuhnya jelas. Metode yang digunakan adalah studi literatur dengan menganalisis berbagai jurnal dan artikel terkait. Beberapa penelitian menunjukkan bahwa AI dapat mempercepat proses pembelajaran dan memberikan analisis data yang mendalam, namun ada juga kekhawatiran bahwa ketergantungan pada teknologi ini dapat mengurangi kemampuan mahasiswa untuk berpikir secara mandiri. Hasil penelitian menunjukkan bahwa meskipun AI dapat memperkaya proses belajar dan memfasilitasi pengambilan keputusan berbasis data, mahasiswa perlu diberi perhatian khusus agar tidak bergantung sepenuhnya pada teknologi tersebut dalam mengembangkan keterampilan berpikir kritis. Oleh karena itu, integrasi AI dalam pendidikan perlu disertai dengan pengembangan metode pembelajaran yang dapat mendorong mahasiswa untuk tetap melatih kemampuan analitis dan reflektif mereka Collapse",3 February 2025
REVOLUSI DIGITAL DALAM PENDIDIKAN : PEMANFAATAN TEKNOLOGI AI (ARTIFICIAL INTELLIGENCE) UNTUK MENINGKATKAN KUALITAS PEMBELAJARAN,"Perkembangan teknologi digital yang pesat, khususnya dalam bidang kecerdasan buatan (AI), memberikan peluang besar untuk meningkatkan kualitas pembelajaran di dunia pendidikan. AI memiliki potensi untuk mengubah proses belajar-mengajar dengan memberikan solusi inovatif, seperti personalisasi pembelajaran, analisis data akademik, dan pengembangan metode pengajaran yang lebih efektif. Namun, penerapan teknologi ini di institusi pendidikan, termasuk SMA Negeri 1 Tanah Putih, menghadapi tantangan seperti kurangnya pemahaman terhadap AI, keterbatasan infrastruktur, dan minimnya strategi pemanfaatan teknologi dalam pembelajaran. 
Pengabdian kepada masyarakat (PkM) ini bertujuan untuk mengkaji dan mengembangkan strategi implementasi teknologi AI dalam pembelajaran di SMA Negeri 1 Tanah Putih. Diharapkan bahwa melalui pendekatan yang tepat, pemanfaatan AI dapat meningkatkan kualitas pembelajaran serta membantu siswa dalam memahami materi secara lebih mendalam dan mandiri. Program ini juga berfokus pada penelitian dan pengembangan strategi untuk meningkatkan kualitas pendidikan melalui penggunaan teknologi AI di SMA Negeri 1 Tanah Putih, menjadikannya lebih relevan dengan tuntutan perkembangan teknologi dalam pendidikan.kegiatan pengabdian masyarakat ini menghasilkan rekomendasi pentingnya pelatihan lanjutan yang berkelanjutan tentang AI untuk membekali peserta dengan keterampilan terkini dalam pengembangan dan penerapan teknologi saat ini. Collapse",30 January 2025
"Integrasi Kecerdasan Buatan dalam Pendidikan Tinggi Indonesia: Peluang, Tantangan, dan Kerangka Implementasi","Integrasi kecerdasan buatan (AI) dalam pendidikan tinggi di Indonesia menjadi salah satu langkah strategis dalam meningkatkan kualitas pembelajaran, efisiensi administrasi akademik, serta pengembangan riset berbasis data. Penelitian ini bertujuan untuk menganalisis peluang, tantangan, dan kerangka implementasi AI dalam ekosistem pendidikan tinggi di Indonesia. Metode penelitian yang digunakan adalah pendekatan kualitatif dengan studi pustaka untuk mengkaji berbagai literatur terkait implementasi AI dalam pendidikan tinggi. Hasil penelitian menunjukkan bahwa AI memiliki potensi besar dalam personalisasi pembelajaran, optimalisasi sistem administratif, serta peningkatan efisiensi riset akademik. Namun, implementasi AI juga menghadapi tantangan signifikan, seperti kesenjangan infrastruktur digital antar institusi, keterbatasan literasi teknologi di kalangan dosen dan mahasiswa, serta kurangnya regulasi terkait privasi data dan etika AI. Berdasarkan temuan ini, penelitian ini mengusulkan kerangka implementasi AI yang mencakup penguatan infrastruktur teknologi, pengembangan kapasitas sumber daya manusia, transformasi kurikulum, serta pembentukan regulasi yang mendukung pemanfaatan AI secara bertanggung jawab. Implementasi AI dalam pendidikan tinggi harus dilakukan secara bertahap dan adaptif, dengan mempertimbangkan konteks sosial, ekonomi, dan budaya Indonesia agar dapat memberikan manfaat yang optimal dan berkelanjutan. Collapse",29 April 2025
Blockchain dan Kecerdasan Buatan dalam Pertanian : Studi Literatur,"Dewasa ini teknologi blockchain dan kecerdasan buatan ( artificial intelligence /AI) telah diimplementasikan dalam bidang pertanian. Teknologi blockchain menjanjikan keamanan dan peningkatan kepercayaan untuk pengguna. Teknologi kecerdasan buatan menjanjikan berbagai kemudahan bagi pengguna. Perpaduan kedua teknologi tersebut dapat meningkatan kepercayaan terhadap sistem kecerdasan buatan ( blockchain for AI) atau dapat juga digunakan untuk meningkatkan kinerja sistem blockchain (AI for blockchain ). Tujuan penelitian ini mengulas kedua teknologi tersebut dalam studi literatur serta memberikan tantangan riset ke depan terkait implementasinya di bidang pertanian.  Metodologi yang digunakan adalah Systematic Literature Review (SLR) dan text mining . Text mining digunakan untuk memberikan deskripsi riset yang ada berdasarkan kata-kata di setiap artikel terpilih. SLR digunakan untuk memberikan ulasan yang komprehensif terkait riset Blockchain dan kecerdasan Buatan dalam pertanian. Hasil penelitian menunjukan bahwa terdapat 10 % penelitian terkait penerapan blockchain dan AI dalam pertanian. Riset tersebut memiliki potensi besar untuk berkembang terlihat dari peningkatan jumlah publikasi dalam 2 tahun terakhir. Kontribusi penelitian ini meliputi posisi riset terkini dan usulan riset ke depan dengan mempertimbangkan kondisi pertanian Indonesia. Posisi riset tersebut didominasi komunitas peneliti dari negara-negara di Asia seperti India (33%), Pakistan (33%), China (14%) dan Korea (14%). Originalitas penelitian ini terletak pada studi literatur dari integrasi teknologi blockchain dan kecerdasan buatan dalam bidang pertanian menggunakan SLR dan text mining. Abstract Artificial intelligence and blockchain technology are being developed and implemented in Agriculture. Blockchain technology promises security and trust for users. Moreover, artificial intelligence technology promises convenience for users. The combination of these two technologies will increase trust in artificial intelligence systems. Besides, this combination can also increase security on the blockchain system through the application of artificial intelligence. This paper summarizes the application of both technologies and reviews them in a systematic literature review, presents a description of articles based on text mining, and provides future research challenges related to the implementation of blockchain and artificial intelligence in agriculture. The methodologies used are Systematic Literature Review (SLR) and text mining. Text mining is used to describe a description of existing research based on the words in each selected article. SLR is used to provide a comprehensive review of Blockchain research and Artificial intelligence in agriculture. The results showed that there were 10% of research related to the application of blockchain and AI in agriculture. This research has great potential for growth as seen from the increase in the number of publications in the last 2 years. The contribution of this research includes the latest research positions and future research proposals taking into account the conditions of Indonesian agriculture. The research position is dominated by the research community from countries in Asia such as India (33%), Pakistan (33%), China (14%) and Korea (14%). The originality of this research is a literature study on the integration of blockchain and artificial intelligence in agriculture using SLR and text mining. Collapse",4 February 2021
"KECERDASAN BUATAN SEBAGAI ASISTEN GURU DALAM PENDIDIKAN KRISTEN: ETIKA, PELUANG, DAN BATASAN","Artikel ini mengeksplorasi peran artificial intelligence (AI) sebagai ‘Asisten Guru’ dalam pendidikan Kristen, dengan fokus pada etika, peluang, dan batasan yang muncul. Penelitian ini menggunakan metode kualitatif berbasis riset pustaka. Tujuan riset adalah untuk memahami bagaimana AI dapat mendukung tugas guru, sambil mempertimbangkan implikasi etis dan teologis yang terkait. Masalah penelitian berpusat pada ketegangan antara manfaat teknologi AI dan potensi dehumanisasi dalam konteks pendidikan berbasis iman. Novelty penelitian ini terletak pada analisis mendalam mengenai batasan AI dalam pendidikan Kristen, yang belum banyak dibahas dalam literatur sebelumnya. Hasil penelitian menunjukkan bahwa meskipun AI menawarkan berbagai peluang untuk memperkaya pembelajaran, ada batasan signifikan terkait etika, terutama dalam menjaga integritas pendidikan yang berpusat pada nilai-nilai Kristen. Artikel ini memberikan kontribusi penting bagi diskusi tentang penggunaan AI dalam pendidikan agama. Collapse",10 March 2025
Kaji Terap Kecerdasan Buatan di Badan Pengkajian dan Penerapan Teknologi,"BPPT mulai melakukan penelitian dan pengembangan di bidang kecerdasan buatan sejak tahun 1987 yaitu dengan keterlibatannya dalam proyek sistem mesin penerjemah multi bahasa yang disponsori oleh pemerintah Jepang. Penelitian di bidang mesin penerjemah ini terus berlanjut seiring dengan keterlibatan BPPT dalam beberapa proyek sesudahnya, antara lain proyek UNL, PAN Localization, ASEAN-MT, dan U-STAR.Beberapa metode pun telah digunakan dalam pembuatan sistem mesin penerjemah, dari penggunaan metode Interlingua yang berbasis aturan, berbasis statistik, sampai dengan metode sequence-to-sequenceyang menggunakan deep learning. Di bidang pemrosesan bahasa alami lainnya, BPPT juga melakukan riset dalam bidang pengenalan wicara atau ASR (Automatic Speech Recognition) yang telah menghasilkan produk komersial Perisalah yang berfungsi untuk mencatat segala bentuk pembicaraan di dalam rapat dan membuat notulensi secara cepat. Di bidang pembangkit wicara atau TTS (Text-to-Speech) BPPT telah memulai risetnya sejak tahun 2001 yang saat itu masih menggunakan metode diphone concatenation hingga saat ini menggunakan metode end-to-end.Selain riset di bidang teknologi pemrosesan alami, BPPT juga melakukan penelitian aplikasi kecerdasan buatan dalam pengolahan citra. Antara lain pengembangan sistem diagnosis Malaria, identifikasi individu memakai sidik jari, selaput pelangi, maupun wajah. Penelitiandi bidang biometrik ini seiring dengan tugas BPPT melakukan pendampingan Kementrian Dalam Negeri dalam implementasi KTP elektronik. Selain itu BPPT juga melakukan layanan pengujian KTP-elektronik bagi industri dalam negeri dari sisi teknologi kartu cerdas dan teknologi biometrik. BPPT juga turut mempersiapkan perancangan standar nasional biometrik (SNI) untuk pertukaran data, misalnya format penyimpanan data sidik jari pada chip KTP elektronik. Pada tahun 2019 BPPT memiliki Pusat Unggulan Iptek Biometrik yang menggalang kegiatan litbangyasa maupun layanan teknologi di bidang biometrik untuk kemandirian bangsa. Collapse",3 May 2020
Tren Riset Twin Digital Smart Campus,"Universitas telah mengalami perkembangan pesat dengan penerapan teknologi informasi dan komunikasi (TIK). Salah satu inovasi terkini dalam konteks ini adalah Twin Digital Smart Campus (TDSC). TDSC melibatkan integrasi teknologi digital seperti Internet of Things (IoT), big data, dan kecerdasan buatan (AI) untuk menciptakan lingkungan pembelajaran yang dinamis dan interaktif.  Penelitian menggunakan metoda campuran kuantitatif dan kualitatif menggunakan software VOS Viewer. Penelitian ini melibatkan pengumpulan data lebih dari 990 paper, 46.823 citasi dan author/paper 3,8 dan cite/paper 46,92 bersumbaer dari google schoolar. Hasil analisis menyoroti kontribusi TDSC dalam meningkatkan efisiensi operasional, meningkatkan pengalaman mahasiswa, dan memfasilitasi adaptasi terhadap perubahan lingkungan pembelajaran yang dinamis. Terdapat sejumlah tren riset diantaranya, DeepClass-Rooms, kerangka kerja twin digital untuk pemantauan kehadiran dan konten kursus untuk sektor publik smart campus. Tren riset lain mengkaji efesiensi energi data listrik smart meter untuk mengembangkan tolok ukur energi bangunan harian dan menyelidiki bagaimana metrik tersebut dapat mengarah pada manajemen energi hampir waktu nyata. Ini berkaitan dengan tema riset pemodelan Smart Grid, pada desain dan pengembangan Digital Twin.  Teknologi berbasis IoT jaringan sensor nirkabel di bidang pemantauan lingkungan dan deteksi suasana hati untuk memberikan wawasan tentang kenyamanan juga menjadi tren fokus riset . Collapse",30 May 2024
